year,month,day_of_week,season,time_of_day,country,area_type,population_density_per_sqkm,crime_type,crime_severity_score,victim_count,victim_gender,victim_age_group,injuries_reported,fatalities,financial_loss_usd,weapon_used,suspect_status,case_status,reporting_method,response_time_minutes,officers_assigned,investigation_duration_days,repeat_offender,gang_related,drug_related,cctv_coverage,lighting_condition,prior_incidents_same_location,safety_index,crime_resolved
2020,6,Thursday,Summer,Night (10pm-2am),Egypt,Suburban,364,Theft,3.5,3,Female,26-35,0,0,102.68,Knife,At Large,Closed - Solved,Police Station,33.8,4,77,No,No,No,Full Coverage,Partially Lit,4,53.5,Yes
2021,3,Sunday,Summer,Afternoon (12pm-6pm),France,Rural,161,Vandalism,2.8,1,Male,18-25,0,0,40.82,Knife,Arrested,Open - Active,Emergency Call,6.7,1,13,Yes,Unknown,No,Full Coverage,Partially Lit,1,32.1,No
2021,7,Sunday,Spring,Evening (6pm-10pm),USA,Urban,5289,Theft,2.2,2,Male,56-65,0,0,204.32,,Under Investigation,Open - Active,Emergency Call,13.1,2,15,No,Yes,No,Partial Coverage,Partially Lit,2,32.9,No
2024,7,Sunday,Spring,Afternoon (12pm-6pm),South Africa,Urban,5299,Assault,7.0,2,Female,36-45,1,0,69.56,Blunt Object,At Large,Closed - Solved,Police Station,15.7,8,19,No,No,Yes,Partial Coverage,Well Lit,3,43.6,Yes
2024,4,Friday,Spring,Night (10pm-2am),India,Urban,2094,Assault,6.5,2,Male,36-45,4,0,176.99,,Acquitted,Closed - Solved,Online Portal,31.3,5,50,No,No,Yes,Full Coverage,Well Lit,4,31.8,No
2023,2,Friday,Summer,Morning (6am-12pm),Indonesia,Urban,3054,Theft,3.6,1,Unknown,26-35,0,0,120.65,,Unknown,Pending Trial,Online Portal,43.7,1,9,Unknown,No,No,Partial Coverage,Poorly Lit,3,16.0,Yes
2024,11,Saturday,Spring,Afternoon (12pm-6pm),France,Suburban,453,Extortion,7.5,1,Male,26-35,0,0,22.89,,Unknown,Closed - Unsolved,Anonymous Tip,8.5,2,73,No,Unknown,No,No Coverage,Poorly Lit,3,75.2,No
2024,7,Sunday,Winter,Evening (6pm-10pm),USA,Urban,1176,Fraud,4.4,2,Female,65+,0,0,1548.21,,Under Investigation,Open - Active,Police Station,6.5,2,22,Yes,No,No,No Coverage,Poorly Lit,1,71.0,No
2021,3,Saturday,Autumn,Night (10pm-2am),Germany,Urban,709,Burglary,4.5,1,Male,56-65,0,0,152.61,,Arrested,Closed - Unsolved,Police Station,24.3,3,95,No,No,Unknown,Full Coverage,Well Lit,4,57.4,No
2024,1,Friday,Spring,Late Night (2am-6am),Nigeria,Suburban,168,Theft,3.7,3,Male,18-25,0,0,234.87,Knife,Acquitted,Closed - Unsolved,Online Portal,38.8,2,10,Unknown,No,No,Partial Coverage,Partially Lit,3,61.7,No
2022,2,Tuesday,Autumn,Afternoon (12pm-6pm),India,Urban,2623,Burglary,6.8,1,Female,65+,0,0,153.14,,At Large,Closed - Solved,Emergency Call,15.8,5,26,Unknown,No,No,Partial Coverage,Partially Lit,1,59.8,No
2024,10,Wednesday,Autumn,Evening (6pm-10pm),Mexico,Urban,2576,Burglary,5.6,1,Female,56-65,0,0,728.7,Firearm,Acquitted,Closed - Solved,Emergency Call,2.4,3,19,No,Yes,No,Partial Coverage,Poorly Lit,1,69.8,No
2024,9,Sunday,Summer,Late Night (2am-6am),South Africa,Suburban,571,Burglary,6.5,2,Female,56-65,0,0,797.84,Firearm,Acquitted,Open - Active,Police Station,21.6,1,318,Yes,No,No,Partial Coverage,Partially Lit,4,40.4,No
2021,12,Wednesday,Spring,Afternoon (12pm-6pm),Mexico,Rural,145,Assault,7.3,3,Female,18-25,3,0,40.27,Knife,Under Investigation,Open - Cold Case,Community Report,20.6,2,35,Unknown,No,Unknown,Partial Coverage,Partially Lit,2,38.2,No
2020,8,Thursday,Autumn,Afternoon (12pm-6pm),South Africa,Remote,41,Robbery,7.6,1,Male,36-45,1,0,1658.07,,At Large,Closed - Solved,Police Station,119.8,3,11,No,Yes,No,Partial Coverage,Well Lit,2,70.8,Yes
2021,6,Saturday,Autumn,Night (10pm-2am),Pakistan,Rural,116,Sexual Assault,8.9,1,Male,36-45,1,0,285.51,,Arrested,Closed - Unsolved,Emergency Call,70.0,4,5,Yes,Unknown,No,No Coverage,No Lighting,3,77.9,No
2022,6,Saturday,Autumn,Afternoon (12pm-6pm),USA,Rural,73,Fraud,4.6,3,Male,26-35,0,0,1468.72,Unknown,At Large,Closed - Unsolved,Police Station,38.4,1,47,Unknown,No,No,Full Coverage,Well Lit,1,74.4,No
2024,1,Thursday,Summer,Evening (6pm-10pm),Pakistan,Suburban,152,Assault,6.6,1,Female,65+,4,0,128.99,Blunt Object,At Large,Open - Cold Case,Police Station,30.4,3,15,No,Yes,No,No Coverage,Well Lit,3,30.4,No
2024,2,Tuesday,Winter,Night (10pm-2am),Turkey,Rural,112,Extortion,6.5,1,Male,36-45,0,0,12163.67,Knife,Unknown,Closed - Solved,Police Station,36.4,3,11,Yes,No,Yes,No Coverage,Poorly Lit,2,62.3,No
2020,4,Wednesday,Winter,Night (10pm-2am),France,Urban,1045,Drug Offense,6.1,1,Male,36-45,0,0,34.42,Blunt Object,Convicted,Open - Cold Case,Police Station,30.9,2,63,Yes,No,No,Full Coverage,Well Lit,1,50.8,No
2022,3,Friday,Summer,Night (10pm-2am),Canada,Rural,58,Robbery,7.2,1,Male,65+,1,0,971.44,Firearm,Arrested,Closed - Unsolved,Anonymous Tip,20.2,2,28,No,No,Unknown,Partial Coverage,Partially Lit,3,59.4,No
2022,1,Thursday,Winter,Night (10pm-2am),USA,Suburban,303,Domestic Violence,5.3,4,Male,26-35,1,0,72.82,,Acquitted,Closed - Solved,Police Station,40.1,8,39,Yes,No,No,Full Coverage,Well Lit,4,32.8,No
2021,8,Wednesday,Winter,Evening (6pm-10pm),Pakistan,Suburban,541,Drug Offense,6.4,1,Male,26-35,0,0,124.71,Blunt Object,At Large,Open - Active,Police Station,42.5,3,35,No,No,Unknown,Partial Coverage,No Lighting,3,67.6,No
2020,7,Sunday,Winter,Evening (6pm-10pm),France,Rural,99,Theft,4.1,1,Male,Under 18,0,0,804.6,Blunt Object,At Large,Open - Active,Police Station,47.5,4,26,No,Yes,No,No Coverage,Partially Lit,2,49.2,No
2022,4,Wednesday,Spring,Afternoon (12pm-6pm),Turkey,Rural,219,Cybercrime,5.9,1,Male,36-45,0,0,1187.51,,Arrested,Closed - Solved,Police Station,31.9,2,112,No,No,No,No Coverage,Partially Lit,2,58.0,No
2024,12,Tuesday,Spring,Evening (6pm-10pm),Pakistan,Urban,1262,Fraud,4.7,1,Male,56-65,0,0,3680.29,,Under Investigation,Closed - Unsolved,Police Station,33.3,8,4,Yes,Unknown,No,Partial Coverage,Poorly Lit,1,29.6,No
2021,12,Tuesday,Winter,Night (10pm-2am),South Africa,Urban,607,Fraud,3.3,2,Female,65+,0,0,10279.37,Knife,Unknown,Closed - Unsolved,Online Portal,15.1,6,6,Yes,No,No,Partial Coverage,Poorly Lit,2,49.9,Yes
2022,9,Saturday,Summer,Afternoon (12pm-6pm),Pakistan,Urban,704,Assault,5.4,2,Male,18-25,0,0,309.31,Unknown,Under Investigation,Closed - Solved,Online Portal,18.5,4,18,No,Yes,No,Partial Coverage,Poorly Lit,2,27.6,Yes
2023,11,Friday,Spring,Night (10pm-2am),Mexico,Rural,30,Theft,4.3,1,Female,18-25,0,0,878.59,Blunt Object,Arrested,Closed - Solved,Online Portal,22.6,3,45,No,No,No,Partial Coverage,Well Lit,3,46.6,Yes
2022,4,Sunday,Summer,Afternoon (12pm-6pm),Mexico,Suburban,669,Domestic Violence,5.2,2,Male,46-55,0,0,43.36,Unknown,Arrested,Open - Cold Case,Emergency Call,32.8,3,61,Yes,Yes,No,No Coverage,Partially Lit,3,31.4,No
2024,1,Tuesday,Spring,Morning (6am-12pm),India,Rural,143,Trafficking,9.8,3,Male,18-25,0,0,26369.08,,Arrested,Closed - Unsolved,Police Station,41.7,5,7,No,No,No,Partial Coverage,Poorly Lit,1,70.1,No
2024,10,Saturday,Winter,Late Night (2am-6am),Brazil,Remote,14,Domestic Violence,5.8,1,Female,46-55,2,0,76.33,Unknown,Arrested,Closed - Solved,Online Portal,68.2,5,107,No,No,Unknown,Partial Coverage,Well Lit,2,92.5,No
2021,1,Sunday,Winter,Evening (6pm-10pm),Nigeria,Suburban,270,Sexual Assault,9.7,1,Unknown,26-35,2,0,777.91,Knife,Arrested,Closed - Solved,Online Portal,38.5,6,283,Yes,No,No,Partial Coverage,No Lighting,5,34.6,No
2022,1,Saturday,Summer,Afternoon (12pm-6pm),USA,Suburban,505,Theft,4.3,2,Female,65+,0,0,97.81,Knife,Under Investigation,Closed - Unsolved,Anonymous Tip,33.2,2,46,Yes,Yes,Unknown,No Coverage,Partially Lit,5,64.6,No
2021,1,Tuesday,Autumn,Late Night (2am-6am),France,Suburban,176,Theft,4.6,1,Female,36-45,0,0,280.94,Knife,At Large,Open - Active,Emergency Call,48.8,4,19,Yes,No,No,No Coverage,Partially Lit,2,75.6,No
2021,4,Wednesday,Spring,Morning (6am-12pm),Brazil,Suburban,213,Theft,2.6,1,Male,36-45,0,0,327.94,,Under Investigation,Open - Active,Community Report,48.5,4,89,No,No,No,Partial Coverage,Well Lit,2,38.9,No
2020,1,Saturday,Summer,Afternoon (12pm-6pm),India,Urban,2096,Cybercrime,4.8,2,Male,56-65,0,0,10350.54,,Arrested,Open - Active,Online Portal,35.8,2,105,Unknown,No,Unknown,Full Coverage,Poorly Lit,1,72.7,No
2023,2,Tuesday,Spring,Late Night (2am-6am),South Africa,Urban,3525,Theft,2.3,1,Male,46-55,0,0,157.39,,Acquitted,Closed - Solved,Emergency Call,33.6,1,23,Yes,No,Yes,Full Coverage,Well Lit,2,72.7,Yes
2022,4,Wednesday,Spring,Night (10pm-2am),Mexico,Rural,72,Arson,6.6,1,Male,18-25,2,0,24.71,Knife,Acquitted,Closed - Unsolved,Police Station,98.9,1,21,Yes,No,Unknown,No Coverage,No Lighting,4,66.8,Yes
2020,7,Wednesday,Winter,Morning (6am-12pm),India,Remote,8,Sexual Assault,7.9,1,Male,56-65,3,0,386.18,Knife,Unknown,Closed - Solved,Police Station,34.1,5,31,Unknown,No,Yes,Full Coverage,Well Lit,4,80.8,No
2021,2,Monday,Winter,Morning (6am-12pm),USA,Urban,1677,Drug Offense,6.2,2,Female,Under 18,0,0,46.94,Knife,At Large,Closed - Solved,Police Station,25.0,2,80,No,Yes,No,Full Coverage,Well Lit,0,65.8,No
2024,8,Thursday,Summer,Night (10pm-2am),Egypt,Urban,1378,Robbery,6.1,1,Male,36-45,4,1,796.01,,Unknown,Open - Cold Case,Anonymous Tip,28.6,5,91,No,No,No,Partial Coverage,Poorly Lit,2,47.7,No
2021,7,Friday,Spring,Night (10pm-2am),Germany,Rural,62,Domestic Violence,7.7,1,Female,46-55,3,0,23.8,Knife,At Large,Closed - Solved,Emergency Call,68.9,2,26,Unknown,No,No,Partial Coverage,Partially Lit,2,51.8,No
2020,9,Friday,Autumn,Evening (6pm-10pm),Brazil,Remote,24,Vandalism,1.2,1,Male,65+,0,0,109.81,,Arrested,Closed - Unsolved,Police Station,21.2,2,78,Yes,No,No,Full Coverage,Well Lit,3,89.9,Yes
2022,6,Tuesday,Autumn,Evening (6pm-10pm),South Africa,Urban,2068,Domestic Violence,6.1,3,Female,46-55,3,0,127.49,Knife,Under Investigation,Closed - Solved,Police Station,42.0,2,19,No,No,No,Full Coverage,Well Lit,1,40.7,No
2024,4,Monday,Summer,Morning (6am-12pm),India,Urban,506,Kidnapping,7.2,1,Female,26-35,3,0,194.62,,Unknown,Closed - Solved,Community Report,7.7,4,260,No,No,Yes,No Coverage,Well Lit,4,35.0,No
2021,6,Monday,Summer,Afternoon (12pm-6pm),India,Suburban,183,Vandalism,3.3,1,Male,56-65,0,0,20.03,Knife,Convicted,Closed - Unsolved,Police Station,45.1,4,12,Unknown,No,No,Partial Coverage,Well Lit,4,49.8,No
2023,4,Wednesday,Summer,Evening (6pm-10pm),UK,Urban,2208,Robbery,6.4,1,Male,36-45,0,0,96.01,,Under Investigation,Open - Active,Police Station,6.5,2,66,No,Yes,Unknown,Full Coverage,Poorly Lit,1,64.4,No
2023,7,Wednesday,Winter,Morning (6am-12pm),Nigeria,Urban,2084,Theft,4.7,3,Male,Under 18,0,0,360.84,Knife,Convicted,Open - Active,Emergency Call,11.4,10,26,Yes,No,Yes,No Coverage,Poorly Lit,3,32.6,No
2021,9,Tuesday,Winter,Evening (6pm-10pm),India,Suburban,468,Robbery,7.6,2,Female,46-55,3,0,1731.16,,Under Investigation,Closed - Unsolved,Police Station,28.7,8,26,No,No,No,Partial Coverage,No Lighting,1,70.4,Yes
2023,3,Saturday,Winter,Afternoon (12pm-6pm),India,Urban,1814,Fraud,6.8,1,Male,56-65,0,0,779.1,,Arrested,Open - Cold Case,Emergency Call,18.5,2,24,No,Yes,No,Full Coverage,Partially Lit,3,44.2,No
2022,3,Tuesday,Spring,Evening (6pm-10pm),Pakistan,Suburban,456,Theft,2.9,3,Female,36-45,0,0,110.13,Firearm,Arrested,Closed - Solved,Community Report,28.7,3,17,No,No,No,Partial Coverage,Well Lit,2,80.3,No
2023,2,Sunday,Autumn,Morning (6am-12pm),Germany,Rural,77,Robbery,7.4,1,Male,36-45,0,0,221.83,Firearm,Acquitted,Closed - Unsolved,Police Station,31.0,2,14,No,No,Unknown,Partial Coverage,No Lighting,2,69.2,Yes
2023,1,Tuesday,Spring,Afternoon (12pm-6pm),India,Rural,111,Vandalism,3.1,1,Male,36-45,0,0,65.72,Firearm,Unknown,Closed - Unsolved,Police Station,30.0,10,12,No,No,Yes,Full Coverage,Partially Lit,1,84.8,No
2022,1,Sunday,Winter,Night (10pm-2am),Indonesia,Suburban,185,Assault,7.5,1,Female,26-35,3,0,166.55,Unknown,Arrested,Open - Active,Emergency Call,19.4,2,29,No,No,No,Partial Coverage,Well Lit,4,34.2,No
2020,3,Thursday,Spring,Morning (6am-12pm),France,Urban,1150,Robbery,7.3,1,Male,26-35,4,0,139.03,Knife,Convicted,Open - Active,Emergency Call,42.5,6,35,Yes,No,No,Partial Coverage,Poorly Lit,2,58.9,Yes
2024,7,Thursday,Winter,Morning (6am-12pm),Pakistan,Suburban,486,Robbery,8.7,2,Male,46-55,0,0,167.5,,Under Investigation,Closed - Solved,Emergency Call,9.8,3,19,Yes,No,No,No Coverage,Partially Lit,2,36.0,Yes
2021,11,Thursday,Summer,Night (10pm-2am),USA,Urban,6662,Theft,2.4,2,Female,18-25,0,0,360.9,,Unknown,Pending Trial,Police Station,22.3,4,3,No,Yes,No,Partial Coverage,Well Lit,2,69.7,No
2021,9,Thursday,Spring,Evening (6pm-10pm),Germany,Urban,984,Robbery,8.1,1,Male,46-55,0,0,164.78,,Convicted,Closed - Solved,Police Station,17.1,6,34,Yes,No,Unknown,Partial Coverage,Partially Lit,1,50.9,Yes
2020,2,Monday,Spring,Late Night (2am-6am),India,Urban,563,Assault,6.0,1,Male,65+,2,0,51.76,,Arrested,Closed - Unsolved,Police Station,17.8,4,28,Yes,Yes,No,Partial Coverage,Well Lit,4,34.0,No
2023,7,Tuesday,Spring,Evening (6pm-10pm),India,Suburban,304,Theft,2.3,1,Female,56-65,0,0,761.65,Firearm,At Large,Closed - Solved,Police Station,13.2,2,86,No,No,No,Full Coverage,No Lighting,5,40.6,Yes
2023,1,Friday,Spring,Evening (6pm-10pm),Turkey,Suburban,389,Murder,8.8,1,Female,36-45,0,1,83.24,Firearm,Unknown,Closed - Solved,Anonymous Tip,24.5,4,29,Yes,Yes,No,Partial Coverage,Poorly Lit,4,80.9,No
2020,2,Thursday,Spring,Morning (6am-12pm),Nigeria,Suburban,277,Vandalism,3.6,1,Male,46-55,0,0,33.14,Knife,Unknown,Open - Active,Emergency Call,12.2,6,45,No,Unknown,Unknown,No Coverage,Partially Lit,3,64.9,No
2022,6,Wednesday,Autumn,Night (10pm-2am),Brazil,Remote,37,Murder,10.0,5,Male,Under 18,3,3,105.0,,Arrested,Closed - Unsolved,Emergency Call,63.0,1,108,No,No,Unknown,Partial Coverage,Well Lit,2,46.5,Yes
2021,11,Saturday,Autumn,Evening (6pm-10pm),Mexico,Suburban,324,Assault,6.2,3,Female,46-55,3,0,198.82,Knife,Unknown,Closed - Unsolved,Online Portal,28.6,2,240,No,Unknown,No,Partial Coverage,No Lighting,3,33.0,No
2023,5,Friday,Spring,Morning (6am-12pm),Canada,Rural,75,Extortion,7.7,3,Male,18-25,0,0,3245.16,Chemical,Arrested,Open - Active,Emergency Call,50.4,10,32,No,No,No,Partial Coverage,Well Lit,4,52.5,No
2021,8,Monday,Autumn,Late Night (2am-6am),India,Urban,3420,Theft,3.5,1,Male,46-55,0,0,206.57,Knife,Arrested,Closed - Solved,Online Portal,9.1,4,9,No,Unknown,Yes,Full Coverage,No Lighting,3,57.6,Yes
2023,12,Saturday,Winter,Afternoon (12pm-6pm),Pakistan,Urban,2994,Vandalism,3.2,2,Male,26-35,0,0,47.23,Knife,Arrested,Pending Trial,Emergency Call,17.1,2,137,No,No,No,Partial Coverage,Poorly Lit,1,61.9,Yes
2022,11,Monday,Summer,Night (10pm-2am),Brazil,Remote,46,Robbery,6.1,3,Female,18-25,2,0,312.83,,Under Investigation,Closed - Unsolved,Emergency Call,47.1,5,1,Unknown,No,No,Full Coverage,Well Lit,5,51.6,Yes
2024,2,Thursday,Winter,Evening (6pm-10pm),Brazil,Urban,1171,Assault,6.7,2,Male,26-35,1,0,635.24,Knife,Arrested,Open - Active,Emergency Call,19.1,3,11,No,No,No,Partial Coverage,No Lighting,3,51.1,No
2020,1,Tuesday,Summer,Morning (6am-12pm),Brazil,Suburban,539,Assault,5.2,1,Male,56-65,0,0,145.76,Knife,Acquitted,Closed - Unsolved,Community Report,34.8,5,14,No,No,Yes,Full Coverage,No Lighting,2,63.1,No
2022,7,Saturday,Winter,Evening (6pm-10pm),Mexico,Urban,2495,Cybercrime,3.8,1,Female,36-45,0,0,873.23,Firearm,At Large,Open - Cold Case,Emergency Call,16.7,4,69,No,No,No,No Coverage,Partially Lit,5,31.9,No
2020,6,Saturday,Summer,Night (10pm-2am),Australia,Urban,4827,Vandalism,2.7,4,Male,46-55,0,0,11.12,,Arrested,Closed - Solved,Emergency Call,16.5,4,28,No,Unknown,Unknown,Full Coverage,Poorly Lit,3,74.5,No
2024,8,Saturday,Autumn,Evening (6pm-10pm),Egypt,Urban,1274,Robbery,8.4,1,Male,36-45,0,0,1256.0,,Convicted,Closed - Solved,Emergency Call,8.1,2,10,No,No,No,Full Coverage,Partially Lit,2,15.7,No
2024,11,Thursday,Spring,Night (10pm-2am),Pakistan,Rural,216,Burglary,5.7,1,Male,Under 18,0,0,364.6,Firearm,Arrested,Open - Active,Emergency Call,63.1,3,403,Unknown,No,No,Full Coverage,Well Lit,4,60.6,No
2021,8,Wednesday,Autumn,Night (10pm-2am),UK,Urban,3784,Fraud,6.7,3,Male,Under 18,0,0,4799.94,,Under Investigation,Pending Trial,Police Station,21.2,5,22,Yes,Yes,No,Partial Coverage,Poorly Lit,4,26.3,No
2023,2,Tuesday,Spring,Night (10pm-2am),UK,Rural,174,Fraud,6.2,1,Male,46-55,0,0,9601.49,,At Large,Closed - Unsolved,Emergency Call,64.6,5,10,Yes,No,No,Partial Coverage,Partially Lit,3,61.2,Yes
2024,8,Thursday,Autumn,Evening (6pm-10pm),France,Urban,1119,Fraud,3.6,2,Male,65+,0,0,961.95,,Under Investigation,Open - Active,Emergency Call,13.6,2,9,No,No,Yes,Partial Coverage,Poorly Lit,2,57.8,No
2023,6,Saturday,Spring,Late Night (2am-6am),USA,Suburban,393,Cybercrime,4.2,2,Male,18-25,0,0,928.7,Unknown,Arrested,Open - Cold Case,Police Station,40.8,3,9,No,No,No,Partial Coverage,Partially Lit,3,76.2,No
2022,9,Tuesday,Autumn,Night (10pm-2am),India,Urban,1558,Robbery,8.0,1,Male,26-35,0,0,433.22,,Acquitted,Closed - Unsolved,Emergency Call,21.8,3,34,No,No,No,No Coverage,Poorly Lit,0,49.7,Yes
2021,12,Tuesday,Spring,Afternoon (12pm-6pm),Brazil,Suburban,187,Robbery,8.8,1,Female,46-55,3,1,6441.12,,Arrested,Pending Trial,Emergency Call,15.7,3,19,No,No,Unknown,Partial Coverage,Well Lit,3,59.7,Yes
2020,7,Saturday,Winter,Morning (6am-12pm),Brazil,Urban,2209,Domestic Violence,8.0,1,Female,26-35,4,0,26.61,Chemical,Unknown,Open - Cold Case,Emergency Call,23.9,3,19,No,No,No,No Coverage,Poorly Lit,2,20.9,No
2024,2,Monday,Autumn,Late Night (2am-6am),USA,Urban,2102,Robbery,8.3,3,Male,26-35,4,0,215.32,Vehicle,Arrested,Open - Cold Case,Anonymous Tip,27.7,1,37,No,No,Unknown,Full Coverage,Partially Lit,1,24.8,No
2024,8,Sunday,Spring,Evening (6pm-10pm),USA,Urban,2055,Theft,3.7,2,Female,65+,0,0,1100.64,Blunt Object,Arrested,Closed - Solved,Police Station,31.9,6,26,No,No,Yes,No Coverage,Poorly Lit,3,55.3,Yes
2023,9,Saturday,Winter,Night (10pm-2am),Turkey,Suburban,399,Sexual Assault,9.3,1,Female,26-35,4,0,268.93,Firearm,Arrested,Closed - Unsolved,Online Portal,26.5,4,44,Yes,No,No,Full Coverage,Well Lit,0,56.5,Yes
2022,7,Sunday,Autumn,Morning (6am-12pm),Brazil,Rural,88,Burglary,4.8,5,Male,46-55,0,0,221.6,,Arrested,Closed - Solved,Anonymous Tip,38.7,3,24,No,No,No,Partial Coverage,Partially Lit,3,45.8,No
2022,4,Wednesday,Summer,Evening (6pm-10pm),France,Suburban,431,Theft,2.9,2,Female,36-45,0,0,60.05,Firearm,Arrested,Open - Cold Case,Police Station,56.2,8,23,No,No,No,Partial Coverage,Partially Lit,7,69.0,No
2023,9,Sunday,Autumn,Evening (6pm-10pm),Nigeria,Urban,1790,Burglary,6.0,4,Female,18-25,0,0,294.71,Knife,Under Investigation,Open - Active,Online Portal,35.2,3,14,Yes,No,No,Partial Coverage,Poorly Lit,0,53.4,No
2024,4,Tuesday,Autumn,Afternoon (12pm-6pm),Pakistan,Rural,57,Theft,4.6,1,Male,26-35,0,0,3561.91,Chemical,At Large,Closed - Unsolved,Emergency Call,59.5,1,28,No,Yes,Unknown,Partial Coverage,No Lighting,3,63.0,No
2024,12,Friday,Summer,Evening (6pm-10pm),Egypt,Urban,1758,Fraud,6.9,2,Female,26-35,0,0,1532.68,,At Large,Open - Active,Online Portal,3.0,3,56,No,No,No,Partial Coverage,Poorly Lit,0,32.5,Yes
2023,4,Tuesday,Autumn,Afternoon (12pm-6pm),Canada,Rural,97,Assault,6.0,1,Female,46-55,2,0,333.73,Blunt Object,Under Investigation,Open - Cold Case,Emergency Call,16.9,2,86,No,No,Yes,Full Coverage,Poorly Lit,4,38.0,Yes
2023,9,Saturday,Summer,Morning (6am-12pm),Egypt,Urban,617,Domestic Violence,7.4,1,Female,26-35,2,0,18.1,Chemical,At Large,Closed - Solved,Emergency Call,19.6,10,35,No,Yes,No,No Coverage,Well Lit,3,15.4,Yes
2020,8,Monday,Autumn,Late Night (2am-6am),Turkey,Urban,801,Fraud,6.4,3,Male,Under 18,0,0,10482.97,Firearm,Arrested,Closed - Unsolved,Police Station,26.2,1,1,Unknown,No,No,Partial Coverage,No Lighting,3,53.6,No
2021,4,Sunday,Spring,Evening (6pm-10pm),France,Suburban,153,Drug Offense,5.9,3,Male,65+,0,0,132.48,Knife,At Large,Open - Active,Emergency Call,46.7,2,162,Yes,No,No,Partial Coverage,Poorly Lit,2,81.3,Yes
2024,8,Wednesday,Summer,Evening (6pm-10pm),India,Rural,75,Theft,3.0,1,Male,36-45,0,0,417.87,,Unknown,Closed - Solved,Online Portal,12.0,4,16,No,No,No,Partial Coverage,Partially Lit,2,37.0,No
2023,8,Friday,Autumn,Morning (6am-12pm),South Africa,Urban,1593,Murder,9.2,1,Male,36-45,3,1,507.38,,At Large,Closed - Solved,Emergency Call,69.2,2,35,No,Yes,No,Partial Coverage,Poorly Lit,2,19.7,No
2020,7,Sunday,Winter,Night (10pm-2am),India,Rural,50,Domestic Violence,6.8,1,Male,18-25,4,0,48.96,Blunt Object,At Large,Closed - Solved,Police Station,58.5,1,60,Yes,No,Unknown,Full Coverage,Well Lit,2,64.0,No
2020,10,Thursday,Summer,Night (10pm-2am),UK,Suburban,1048,Domestic Violence,6.8,1,Female,18-25,1,0,395.9,Firearm,Arrested,Open - Active,Police Station,31.1,2,84,No,No,No,No Coverage,Well Lit,0,79.8,No
2023,6,Wednesday,Spring,Afternoon (12pm-6pm),Pakistan,Urban,114,Theft,3.9,2,Female,18-25,0,0,349.77,Firearm,Under Investigation,Pending Trial,Online Portal,17.1,5,479,Yes,Yes,No,Full Coverage,Well Lit,4,37.3,Yes
2020,8,Saturday,Winter,Afternoon (12pm-6pm),UK,Urban,2024,Sexual Assault,9.5,1,Female,46-55,0,0,106.17,,Unknown,Open - Cold Case,Anonymous Tip,4.9,3,42,Yes,No,No,Partial Coverage,Partially Lit,1,53.5,No
2021,7,Wednesday,Summer,Late Night (2am-6am),Egypt,Suburban,135,Theft,2.5,2,Male,26-35,0,0,599.7,Knife,Arrested,Closed - Unsolved,Emergency Call,18.2,4,68,No,No,No,No Coverage,Poorly Lit,3,49.8,No
2022,5,Sunday,Summer,Morning (6am-12pm),USA,Suburban,248,Domestic Violence,6.1,1,Female,18-25,4,0,16.42,,Acquitted,Closed - Unsolved,Online Portal,13.2,2,41,Yes,Yes,No,Partial Coverage,Well Lit,0,49.2,No
2023,12,Tuesday,Summer,Evening (6pm-10pm),Mexico,Urban,1593,Domestic Violence,6.8,1,Male,36-45,1,0,69.27,Knife,At Large,Open - Active,Emergency Call,21.3,5,90,Yes,No,Yes,Partial Coverage,Well Lit,1,67.7,No
2023,4,Friday,Summer,Evening (6pm-10pm),Brazil,Urban,698,Burglary,4.8,1,Male,Under 18,0,0,151.04,Vehicle,Acquitted,Pending Trial,Police Station,33.0,3,92,No,Yes,No,Partial Coverage,No Lighting,1,55.5,No
2021,12,Friday,Spring,Night (10pm-2am),Brazil,Urban,1706,Vandalism,3.9,2,Male,26-35,0,0,144.16,Firearm,Arrested,Closed - Solved,Police Station,29.9,2,121,No,No,Yes,Partial Coverage,Well Lit,4,20.4,Yes
2023,2,Thursday,Spring,Evening (6pm-10pm),Egypt,Rural,36,Drug Offense,4.8,1,Male,36-45,0,0,132.65,Knife,Arrested,Closed - Unsolved,Online Portal,17.3,4,11,No,No,No,Partial Coverage,Partially Lit,2,34.3,No
2021,11,Saturday,Autumn,Night (10pm-2am),Egypt,Suburban,351,Drug Offense,5.4,2,Female,18-25,0,0,25.52,Vehicle,At Large,Open - Cold Case,Police Station,18.1,3,27,No,Unknown,Yes,Full Coverage,Well Lit,5,30.6,No
2021,8,Saturday,Summer,Night (10pm-2am),Nigeria,Suburban,236,Kidnapping,8.8,2,Male,26-35,8,0,35.01,,Arrested,Open - Active,Police Station,36.7,2,92,No,Unknown,Unknown,Full Coverage,Poorly Lit,2,44.9,Yes
2023,9,Wednesday,Autumn,Afternoon (12pm-6pm),Australia,Rural,241,Theft,2.2,3,Male,18-25,0,0,1291.95,Firearm,Convicted,Closed - Unsolved,Police Station,16.7,4,26,Yes,Yes,No,No Coverage,Poorly Lit,2,45.3,Yes
2023,4,Tuesday,Summer,Late Night (2am-6am),India,Urban,3733,Robbery,8.5,4,Female,Under 18,0,0,4182.23,Vehicle,Convicted,Closed - Unsolved,Emergency Call,31.1,1,52,No,No,Yes,No Coverage,Partially Lit,2,32.9,Yes
